name,formula,n_atoms,smiles,charge,level,homo_ev,lumo_ev,gap_ev,ip_ev,ea_ev,electronegativity_ev,hardness_ev,softness_inv_ev,chemical_potential_ev,electrophilicity_ev,delta_n,back_donation_ev,metal,phi_metal_ev,e_total_ev,tnc,form,phase,geometry,score
phytic acid,C6H18O24P6,54,O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,0,B3LYP/6-31G(d) (ddCOSMO:water),-8.102541915758518,-0.0796345351387238,8.022907380619795,8.102541915758518,0.0796345351387238,4.091088225448621,4.011453690309898,0.2492861883001687,-4.091088225448621,2.0861518243167554,0.0908538189425126,-1.0028634225774744,Fe(110),4.82,-111388.3104402306,-14.9272,neutral,aqueous,FF (MMFF),0.0
